NTEE_CD,text
B99,"THE ORGANIZATION WORKS TO CLOSE THE PERFORMANCE GAP SO THAT STUDENTS WITHIN THE KANSAS CITY MISSOURI PUBLIC SCHOOL DISTRICT BOUNDARIES SCORE ON PAR WITH STATEWIDE AVERAGES FOR ELA, MATH AND COLLEGE AND CAREER PREPAREDNESS MEASURES. SCHOOL SMART KC SEEKS TO ELIMINATE THE ACHIEVEMENT GAP FOR LOCAL YOUTH WITH THE STATE OF MO."
R200,"JACKSON COUNTY CASA SERVED 1,250 ABUSED AND NEGLECTED CHILDREN, BIRTH TO 21 YEARS OF AGE, WHO ARE UNDER THE SUPERVISION OF JACKSON COUNTY FAMILY COURT. OUR CHILDREN LIVE IN TEMPORARY PLACEMENT FACILITIES, FOSTER HOMES, WITH RELATIVES, IN TREATMENT FACILITIES, OR HOSPITALS. BY PROVIDING THEM WITH A TRAINED CASA VOLUNTEER, A CASA CASE SUPERVISOR, AND A CASA STAFF ATTORNEY, JACKSON COUNTY CASA WORKS TO ENSURE EACH CHILD IS PLACED IN A SAFE, PERMANENT HOME AND RECEIVES APPROPRIATE EDUCATIONAL, MEDICAL, AND THERAPEUTIC RESOURCES WHILE UNDER COURT JURISDICTION. IN 2015 JACKSON COUNTY CASA ALSO LAUNCHED OUR NEW OLDER FOSTER YOUTH PROGRAM, TO HELP TEENS, AGES 14 TO 21, AT RISK OF AGING OUT OF THE FOSTER CARE SYSTEM, DEVELOP PLANS FOR SUCCESSFUL INDEPENDENT LIVING. OUR NEW PROGRAM ALSO PROVIDES CASA YOUTH WITH ONGOING SUPPORT THROUGH AGE 26. CASA IS A UNIQUE NON-PROFIT HELPING ABUSED AND NEGLECTED CHILDREN IN THE JACKSON COUNTY FAMILY COURT SYSTEM. OUR TEAM OF TRAINED VOLUNTEERS,STAFF CASE SUPERVISORS, AND STAFF ATTORNEYS ALLOW EACH CHILD TO BE REPRESENTED IN A COURT OF LAW WITH A VOICE."
E70,"Purchase of new equipment for the fitness center, promotion of events sponsored by the organization, payment of fitness center staff salary and wages. The fitness and wellness center serve over 200 individuals and promote improved health to the residents of Dent County. The purpose of the Council for a Helathy Dent County is to improve the quality of life and health for the residents of Dent County, Missouri."
B60,"PROMOTE AND ENCOURAGE PROFESSIONAL DEVELOPMENT FOR ORTHOPAEDIC PRACTICE ADMINISTRATORS THROUGH PEER INTERACTION, EDUCATIONAL PROGRAMS AND NETWORKING. PROMOTE AND ENCOURAGE PROFESSIONAL DEVELOPMENT FOR ORTHOPAEDIC PRACTICE ADMINISTRATORS THROUGH PEER INTERACTION, EDUCATIONAL PROGRAMS AND NETWORKING."
B99,"LINKING, PRESERVING, AND SUPPORTING FAMILY HISTORY. PROMOTING FAMILY AND HISTORICAL ASPECTS BY PROVIDING EDUCATIONAL & RESEARCH OPPORTUNITIES, OFFERING COMMUNITY SERVICES IN RELATED FIELDS, BY COLLECTING, INTERPRETING, PRESERVING, SHARING, & PUBLISHING GENEALOGICAL & HISTORICAL RECORDS, MAINTAINING A PUBLIC MUSEUM & REPOSITORY FOR SUCH RECORDS & ARTIFACTS ILLUSTRATING AMERICAN HISTORY."
P80,"WE CONTRIBUTED FUNDS AND PROVIDED TECHNICAL SUPPORT TO TORCHBEARER FOUNDATION CAMEROON TO INITIATE A MICRO-CREDIT PROGRAM WITH BUSINESS WOMEN IN BAMENDA, CAMEROON. BAMENDA IS A CITY OF MORE THAN 500,000 PEOPLE, WITH AT LEAST 100,000 OF THEM IN NEED OF MICRO-CREDIT ASSISTANCE. WE EXPANDED OUR RURAL SOLAR ENERGY ELECTRIFICATION PROJECT BY BUILDING ONE MORE 10 KW SOLAR POWER STATION IN ANOTHER RURAL VILLAGE. THIS VILLAGE IS A HUB FOR SEVERAL VILLAGES WITH A COMBINED POPULATION OF APPROXIMATELY 4,000 PEOPLE. WE CONTINUED TO SUSTAIN OUR POST-HIGH SCHOOL LEADERSHIP TRAINING PROGRAM, TWO ELEMENTARY SCHOOLS IMPACTING ABOUT 4,000 PEOPLE IN THOSE TWO VILLAGES IN CAMEROON, AND OUR AGRICULTURE PROGRAM. OUR LEADERS IN CAMEROON HAVE EXPANDED THEIR REACH TO SERVE MORE THAN SEVEN VILLAGES IMPACTING A COMBINED POPULATION OF OVER 12,000. TO BE A VISIBLE DEMONSTRATION OF THE POWER OF THE GOSPEL OF JESUS CHRIST TO TRANSFORM AFRICA."
P82Z,PROVIDE AND SUPPORT A BROAD RANGE OF SERVICES TO PROMOTE THE GENERAL WELFARE OF DEVELOPMENTALLY DISABLED PERSONS. SERVICES ARE CONTRACTED WITH THE MO DEPT OF MENTAL HEALTH AND OTHERS PROVIDE AND SUPPORT A BROAD RANGE OF SERVICES TO PROMOTE THE GENERAL WELFARE OF DEVELOPMENTALLY DISABLED PERSONS. THE ORGANIZATION RECEIVES FUNDING PRIMARILY BY CONTRACTING WITH THE MO
P99Z,"PROVIDE FOOD, CLOTHING, HOUSING AND OTHER ASSISTANCE TO NEEDY IN TANEY COUNTY PROVIDING ESSENTIALS AND PATHWAYS TO INDEPENDENCE FOR TANEY COUNTY FAMILIES."
P99,GRANTS TO LOCAL CHAPTERS OF NATIONAL YOUTH ORGANIZATIONS AND OTHER LOCAL CHILDREN'S CHARITIES TO BENEFIT DISADVANTAGED AND AT-RISK CHILDREN OF THE OZARKS. TO RAISE FUNDS TO DISTRIBUTE TO AREA YOUTH ORGANIZATIONS.
P27,"HEALTHY LIVING According to the center for disease control (CDC), in 2014, no state had a prevalence of obesity less than 20%. Thirty-six states had a prevalence of 25% or more; 12 of these states including Missouri had a prevalence of 30% or more. Cooper County Missouri in 2008, per the CDC, tipped the scales at 30.6 percent with Howard County not far behind at 29.9 percent. The CDC also shows that the percentage of physically inactive adults in Cooper County tips that scale at 26.3% and 29.2 in Howard County. A lack of healthy eating and physical activity is a serious concern in every community in America. The YMCA focuses on every age, culture and socioeconomic group in our service area regardless of their ability to pay. Our focus is to offer programs that teach, model and encourage the correct methodology for healthy eating and active living. We also collaborate with the medical field to provide relevant and current information to assist individuals in making healthy decisions in their daily lives. The mission and purpose of the YMCA is to serve the community by reaching out to everyone in the community in a spirit of inclusion and fellowship. YMCA's put Christian principles into practice through programs that build healthy spirit, mind and body for all. YMCA programs focus on four core values-caring, honesty, respect, and responsibility. We serve men, women, and children of all ages."
P34Z,"EDUCATIONAL DEVELOPMENT OF YOUTH INTERESTED IN HEREFORD CATTLE ENCOURAGE, RECOGNIZE, AND REWARD THE DEVELOPMENT OF LIFE SKILLS AND VALUES IN THE NEXT GENERATION OF LEADERS BY PROVIDING EDUCATION, SCHOLARSHIP, AND LEADERSHIP OPPORTUNITIES FOR HEREFORD YOUTH."
F80,"SCHOOL OUTREACH - SEE SCHEDULE OSCHOOL OUTREACH:CHADS EDUCATES STUDENTS, TEACHERS, SCHOOL COUNSELORS, SCHOOL ADMINISTRATORS, AND PARENTS ON WAYS TO RECOGNIZE AND RESPOND TO THE WARNING SIGNS OF DEPRESSION AND SUICIDE. THIS IS DONE MAINLY THROUGH THE EVIDENCE-BASED SIGNS OF SUICIDE (SOS) TRAINING, AN IN-SCHOOL PROGRAM FOR MIDDLE SCHOOL AND HIGH SCHOOL STUDENTS DEVELOPED BY SCREENING FOR MENTAL HEALTH, INC. IN 2017, CHADS GAVE 1,172 IN-SCHOOL SOS PRESENTATIONS TO 26,453 STUDENTS. 13.1% OF THE STUDENTS SELF-IDENTIFIED TO BE AT RISK FOR DEPRESSION/SUICIDE AND ASKED TO SEE A SCHOOL COUNSELOR. THE SCHOOL OUTREACH TEAM ALSO MADE RELATED PRESENTATIONS TO TEACHERS, SCHOOL STAFF, COUNSELORS AND PARENTS. THROUGH THE EYES (EVERY YEAR, EVERY STUDENT) PROGRAM, CHADS PRESENTS TO MIDDLE SCHOOL STUDENTS ON TIMELY TOPICS SUCH AS BULLYING, PEER PRESSURE AND SELF-INJURY AND ALSO REVIEWS THE SOS PROGRAM.CHADS PROMOTES BULLYING PREVENTION IN SCHOOLS THROUGH THE EVIDENCED-BASED OLWEUS BULLYING PREVENTION PROGRAM (OBPP). CHADS HAS TRAINED 1,346 TEACHERS IN 34 SCHOOLS. OBPP HAS BEEN IMPLEMENTED IN 34 SCHOOLS WITH 14,175 STUDENTS. CHADS MENTORED 151 STUDENTS IN 15 SCHOOLS. THE OLWEUS SCHOOLS HAVE REPORTED A 35% REDUCTION IN BULLYING. CHADS SAVES YOUNG LIVES BY ADVANCING THE AWARENESS AND PREVENTION OF DEPRESSION AND SUICIDE."
D20,"SHELTER OPERATIONS: OPERATION OF THE KANSAS CITY MUNICIPAL ANIMAL SHELTER. THE SHELTER BEGAN THE YEAR WITH 471 ANIMALS. IN 2017 A TOTAL OF 9,854 ADDITIONAL ANIMALS WERE BROUGHT TO THE SHELTER BY ANIMAL CONTROL OR THE PUBLIC SO A TOTAL OF 10,325 ANIMALS WERE PROVIDED SHELTER SERVICES IN 2017. OF THIS TOTAL, 6,621 WERE ADOPTED, 1,375 WERE RETURNED TO THEIR OWNER, 853 WERE TRANSFERRED TO OTHER ANIMAL WELFARE ORGANIZATIONS. WE ENDED THE YEAR WITH 519 ANIMALS STILL IN OUR CARE. WE ACHIEVED AN OVERALL LIVE RELEASE RATE OF 95% FOR 2017. PROVIDES SHELTER FOR ANIMALS UNTIL PLACED IN SUITABLE HOMES FOR ADOPTION OR RECLAIMED BY THEIR OWNER."
B21,"GOODVIBE SCHOOL IS DEDICATED TO PROVIDING QUALITY EARLY CHILDHOOD EDUCATION FOR CHILDREN AGES 3-5 BY EMPHASIZING CREATIVITY, IMAGINATION AND THE ARTS. GOODVIBE SCHOOL IS DEDICATED TO PROVIDING QUALITY EARLY CHILDHOOD EDUCATION FOR CHILDREN AGES 3 TO 5 BY EMPHASIZING CREATIVITY, IMAGINATION, AND THE ARTS."
P81,"TRANSPORTATION SERVICES ARE AVAILABLE FIVE DAYS A WEEK FOR THE GENERAL PUBLIC, INCLUDING ELDERLY AND HANDICAPPED. TO PROVIDE TRANSPORTATION"
X20,SPIRITUAL SUPPORT OF AND MINISTRY TO MEN TO BECOME MORE CHRISTLIKE IN THEIR DAILY LIVING SPIRITUAL SUPPORT OF AND MINISTRY TO MEN TO BECOME MORE CHRISTLIKE IN THEIR DAILY LIVING
P71Z,"RAINBOW ABILITIES CENTER IS A DEVELOPMENTAL DAY PROGRAM DESIGNED TO MAINTAIN AND ENHANCE INTELLECTUAL, INTERPERSONAL, AND FUNCTIONAL SKILLS OF DEVELOPMENTALLY DISABLED ADULTS. WE STRIVE TO INCREASE INDEPENDENCE AND TO ENHANCE THE PARTICIPATION IN THE COMMUNITIES OF FRANKLIN AND SURROUNDING COUNTIES. TO PROVIDE CHALLENGES AND SUPPORTS THROUGH LEARNING OPPORTUNITIES TO INDIVIDUALS WITH DISABILITIES SO THEY USE THEIR GIFTS AND TALENTS TO BECOME VITAL MEMBERS OF THEIR COMMUNITIES."
P190,"THE ORGANIZATION WAS ESTABLISHED TO PROVIDE PLACEMENT SERVICES THROUGH THE DEPARTMENT OF MENTAL HEALTH TO ASSIST WHERE POSSIBLE WITH HOUSING, TRANSPORTATION, EDUCATION AND OTHER NEEDS OF THE DEVELOPMENTALLY DISABLED. ADULT HANDICAPPED ASSISTANCE"
G900,"GRANTS AWARDED TO THE AMERICAN OSTEOPATHIC COLLEGE OF RADIOLOGY, A 501 (C) (6) NOT-FOR-PROFIT CORPORATION TO PARTIALLY FUND SPEAKER EXPENSES FOR CONTINUING MEDICAL EDUCATION ACTIVITIES SPONSORED BY THE AOCR. THE PURPOSE OF THE ORGANIZATION IS TO SOLICIT AND ADMINISTER GIFTS TO SUPPORT THE EDUCATIONAL PROGRAMS APPROVED BY THE AMERICAN OSTEOPATHIC COLLEGE OF RADIOLOGY."
X20,"STILL WATERS INTERNATIONAL MINISTRY EXISTS TO FACILITATE AN ENCOUNTER WITH GOD AND TO HELP PEOPLE WITH ISSUES OF THEIR LIVES, INCLUDING INTERPERSONAL RELATIONSHIPS, FOOD, CLOTHING AND TRAINING. IN ADDITION TO NORMAL CHURCH ACTIVITIES, WE PROVIDE TENT OUTREACHES IN THE INNER CITIES, CLOTHING AND FOOD DISTRIBUTION TO THOSE IN NEED AND SPIRITUAL MENTORING AND DISCIPLESHIP TO ENCOURAGE AND BUILD UP THOSE WHO HAVE BEEN TORN DOWN THROUGHOUT LIFE'S JOURNEY. STILL WATERS INTERNATIONAL MINISTRY WAS ESTABLISHED TO ADDRESS A MULTITUDE OF ISSUES IN OUR COMMUNITY THAT DEAL WITH THE SPIRITUAL NEEDS OF ALL PEOPLE, INCLUDING THE POOR AND NEEDY IN OUR REGION. STILL WATERS INTERNATIONAL MINISTRY EXISTS TO FACILITATE AN ENCOUNTER WITH GOD AND TO HELP PEOPLE WITH ISSUES OF THEIR LIVES, INCLUDING INTERPERSONAL RELATIONSHIPS, FOOD, CLOTHING AND TRAINING. IN ADDITION TO NORMAL CHURCH ACTIVITIES, WE PROVIDE TENT OUTREACHES IN THE INNER CITIES, CLOTHING AND FOOD DISTRIBUTION TO THOSE IN NEED AND SPIRITUAL MENTORING AND DISCIPLESHIP TO ENCOURAGE AND BUILD UP THOSE WHO HAVE BEEN TORN DOWN THROUGHOUT LIFE'S JOURNEY."
L22Z,HUD ELDERLY HOUSING PROJECT AFFORDABLE HOUSING FOR THE ELDERLY
L22Z,OPERATION OF AN APARTMENT COMPLEX THAT PROVIDES LOW INCOME HOUSING. RENTAL ASSISTANCE FROM RURAL DEVELOPMENT IS RECEIVED BASED UPON INCOME LEVELS OF QUALIFYING INDIVIDUALS. OPERATES AN APARTMENT COMPLEX THAT PROVIDES LOW INCOME HOUSING. RENTAL ASSISTANCE FROM RURAL DEVELOPMENT IS RECEIVED BASED UPON INCOME LEVELS OF QUALIFYING INDIVIDUALS.
L21,"PROVIDING HOUSING FACILITIES FOR LOW-INCOME, MOBILITY IMPAIRED PERSONS WITH ACCESSIBLE HOUSING FACILITIES. TO PROVIDE HOUSING FACILITIES FOR PHYSICALLY DISABLED PERSONS."
O52,"EXPERIENTIAL OPPORTUNITIES AFA PROVIDES EXPOSURE AND ACCESS TO EXPERIENTIAL OPPORTUNITIES FOR STUDENTS TO GAIN INDUSTRY KNOWLEDGE AND EXPERIENCE FROM CORPORATIONS, ASSOCIATIONS, GOVERNMENT AGENCIES AND SMALL BUSINESSES. SEE FOOTNOTE 1. AFA'S MISSION IS TO BUILD BRIDGES FOR YOUNG LEADERS TO FOSTER ENGAGEMNET AND INNOVATION IN FOOD AND AGRICULTURE."
E65,"Body Donor Program Body Donor Prgm serves both Individuals with cost free final disposition and helps medical, nursing, physical therapy, prgms to help further their education & understanding of the human body."
L41,TO PROVIDE PROPER AND SUITABLE HOUSING TO ABUSED WOMEN WITH RELIGIOUS TRAINING AS WELL TO PROVIDE OPPORTUNITIES FOR ABUSED WOMEN FROM INDIA IN THE WAY OF EDUCATION AND RELIGIOUS AS WELL AS PROVIDEING A SAFE PLACE FOR THEM TO BE
F33,WE PROVIDE FAITH BASED SOBER LIVING FOR PEOPLE STRUGGLING WITH SUBSTANCE ABUSE DISORDERS. WE ARE A 12 MONTH PROGRAM AND HELP DOZENS OF MEN AND WOMEN FIND AND MAINTAIN THEIR SOBRIETY. WE PROVIDE FAITH BASED SOBER LIVING PROGRAM FOR PEOPLE STRUGGLING WITH SUBSTANCE ABUSE DISORDERS. WE ARE A 12 MONTH PROGRAM AND HAVE MANY THAT LIKE IT SO MUCH THEY STAY BEYOND THE 12 MONTHS. WE HELP DOZENS OF MEN AND WOMEN FIND AND MAINTAIN THEIR SOBRIETY.
P82Z,"PROVIDED SUPPORTED LIVING SERVICES, PERSONAL ASSISTANTS, AND DAY HABILITATION SERVICES FOR INDIVIDUALS WITH DEVELOPMENTAL DISABILITIES. PROVIDE SERVICES FOR PERSONS WITH DEVELOPMENTAL DISABILITIES."
D200,"ADOPTION OF ANIMALS THAT ARE HOMELESS AND RETURN OF ANIMALS TO THEIR OWNERS. THE SHELTER CARED FOR 646 ANIMALS AND ADOPTED OUT 236 ANIMALS IN 2017. THE PREVENTION OF CRUELTY TO ANIMALS; THE OPERATION OF A SHELTER FOR LOST, STRAYED, NEGLECTED OR ABANDONED ANIMALS; THE SECURING OF PERMANENT ADOPTIVE HOMES FOR LOST, STRAYED, NEGLECTED OR ABANDONED ANIMALS; THE HEIGHTENING OF PUBLICL REGARD AND CONCERN FOR THE WELFARE AND HUMANE TREATMENT OF ANIMALS; AND THE FULFILLENT OF OTHER RELATED HUMANE SOCIETY PURPOSES."
P30,"HOMES/CHILDREN - PROVIDE HOUSING IN A CHRISTIAN HOMELIKE ENVIRONMENT FOR CHILDREN FROM BROKEN HOMES AND/OR TROUBLED NEGLECTED OR ABUSED CHILDREN. THE ORGANIZATION PROVIDES ALTERNATIVE CHRISTIAN HOUSING FOR CHILDREN WITH A BACKGROUND OF ABUSE OR NEGLECT AND ATTEMPTS TO MEET THE SPIRITUAL, EMOTIONAL, EDUCATIONAL,"
R62Z,"BIRTHRIGHT COUNSELING PROVIDES FREE PREGNANCY TESTING, PROFESSIONAL COUNSELING, FOLLOW-UP, AND CLOTHING TO WOMEN WITH UNTIMELY PREGNANCIES. PROVIDE FREE PREGNANCY TESTING, PROFESSIONAL COUNSELING, FOLLOW UP, AND CLOTHING TO WOMEN WITH UNTIMELY PREGNANCIES."
P700,"TO PROVIDE HOME CARE AND EDUCATIONAL OPPORUTNITIES FOR 30 CHILDREN WITH CRIPPLING PROBLEMS OF ALCOHOL AND DRUGS THE MISSION IS TO PROVIDE A SUPPORTIVE HOME FOR YOUTH WHO HAVE EXPERIENCED DIFFICULTY WITH ALCOHOL, DRUGS, AND PATTERNS OF DISABILITY AND NEGLECT."
T70Z,"TO HELP MEET THE HOUSING NEEDS OF THE POOR, DISTRESSED AND UNDERPRIVILEGED FAMILIES OF ST. LOUIS. TO HELP MEET THE HOUSING NEEDS OF THE POOR, DISTRESSED AND UNDERPRIVILEGED FAMILIES OF ST. LOUIS"
T70Z,"TO HELP MEET THE HOUSING NEEDS OF THE POOR, DISTRESSED AND UNDERPRIVILEGED FAMILIES OF ST. LOUIS. TO HELP MEET THE HOUSING NEEDS OF THE POOR, DISTRESSED AND UNDERPRIVILEGED FAMILIES OF ST. LOUIS"
D20,"PROVIDING FOOD, SHELTER AND MEDICAL CARE FOR MISTREATED ANIMALS. OUTREACH TO HELP ANIMALS SUFFERING IN THE URBAN CORE OF KANSAS CITY."
M20,NEW BUILDING CONTRUCTION PROMOTE 911 EMERGENCY SERVICES IN HENRY COUNTY MISSOURI
X20Z,"TO PROVIDE RELIGIOUS SOCIAL WELFARE, FOOD PANTRY, AND CLOTHING FOR NEEDY FAMILIES. TO PROVIDE RELIGIOUS SOCIAL WELFARE, FOOD PANTRY, AND CLOTHING FOR NEEDY FAMILIES."
P580,"ORGANIZATION PROVIDES TOYS, BOOKS, HOLIDAY PRESENTS AND BIRTHDAY PARTIES FOR HOSPITALIZED CHILDREN. ALSO PROVIDES PARENT BAGS COMPOSED OF FOOD, CLOTHING AND MISCELLANEOUS ITEMS FOR PARENTS OF HOSPITALIZED CHILDREN. THE ORGANIZATION PROVIDES TOYS, BOOKS, HOLIDAY PRESENTS AND BIRTHDAY PARTIES FOR HOSPITALIZED CHILDREN. ALSO PROVIDES PARENT BAGS COMPOSED OF FOOD, CLOTHING AND MISCELLANEOUS ITEMS FOR PARENTS OF HOSPITALIZED CHILDREN."
P81Z,"PROVIDED MEALS FOR THE ELDERLY, LOW INCOME, HANDICAPPED, OR SPECIAL NEEDS CITIZENS. PROVIDED MEALS FOR THE ELDERLY, LOW INCOME, HANDICAPPED, OR SPECIAL NEEDS CITIZENS."
L22Z,"THE CONTINUOUS MAINTENANCE AND OPERATION OF AN APARTMENT COMPLEX FOR ELDERLY INDIVIDUALS IN UNIVERSITY CITY, MISSOURI ORIGINALLY ESTABLISHED UNDER SECTION 202 OF THE NATIONAL HOUSING ACT AND SUBSIDIZED BY A CONTRACT WITH THE DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT. PROVIDE HIGH QUALITY LIVING AND SERVICES TO ENABLE LOWER INCOME OLDER ADULT RESIDENTS OF THE MANAGED APARTMENT BUILDINGS TO FLOURISH INDEPENDENTLY; AND CREATE INSPIRING PROGRAMMING TO ENABLE BOTH RESIDENTS AND COMMUNITY SENIORS TO MAINTAIN AN ACTIVE AND HEALTHY LIFESTYLE. SERVICES OFFERED INCLUDE TRANSPORTATION, NUTRITION, HEALTH EDUCATION AND PREVENTIVE SCREENINGS, ADVOCACY, COUNSELING, CASE MANAGEMENT, AND SOCIAL WORK SUPPORT.PROGRAMS INCLUDE PHYSICAL FITNESS AND EXERCISE OPTIONS; SOCIAL, CULTURAL, ARTS, GARDENING, AND VOLUNTEER OPPORTUNITIES."
L20Z,"THE CONTINUOUS MAINTENANCE AND OPERATION OF AN APARTMENT COMPLEX FOR ELDERLY INDIVIDUALS IN ST.LOUIS, MISSOURI UNDER SECTION 202 OF THE NATIONAL HOUSING ACT AND SUBSIDIZED BY A CONTRACT WITH THE DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT. PROVIDE HIGH QUALITY LIVING AND SERVICES TO ENABLE LOWER INCOME OLDER ADULT RESIDENTS OF THE MANAGED APARTMENT BUILDINGS TO FLOURISH INDEPENDENTLY; AND CREATE INSPIRING PROGRAMMING TO ENABLE BOTH RESIDENTS AND COMMUNITY SENIORS TO MAINTAIN AN ACTIVE AND HEALTHY LIFESTYLE. SERVICES OFFERED INCLUDE TRANSPORTATION, NUTRITION, HEALTH EDUCATION AND PREVENTIVE SCREENINGS, ADVOCACY, COUNSELING, CASE MANAGEMENT, AND SOCIAL WORK SUPPORT.PROGRAMS INCLUDE PHYSICAL FITNESS AND EXERCISE OPTIONS; SOCIAL, CULTURAL, ARTS, GARDENING, AND VOLUNTEER OPPORTUNITIES."
F22,"136 clients were discharged with 60 clients succesfully completing the program, based on a faith approach to stopping substance abuse. The vision of Higher Ground Recovery Center is to see people flourish and mature together in relationship with God as they are equipped with the necessary tools to live a healthy and abundant lifestyle and fulfill their Godgiven purpose."
L80Z,SUMMER CAMPS FOR GRADES 3-12. FIVE WEEKS EACH SUMMER AND RETREATS FOR OTHER AGE GROUPS. SUMMER CAMP
J33Z,WORKSHOP PROVIDED PRODUCTIVE EMPLOYMENT OPPORTUNITIES FOR UP TO 40 MENTALLY CHALLENGED INDIVIDUALS ENABLING THEM TO EARN WAGES AND INCREASE THEIR SELF ESTEEM EMPLOYMENT OF MENTALLY CHALLENGED
L80,SEE STATEMENT ATTACHED. Lydia's House works in faith to end domestic violence by being a place of healing and a voice of hope for abused women and their children.
D20,"PROVIDE ADOPTION SERVICES TO MATCH HOMELESS PETS WITH A GOOD HOME AND FAMILY. PROVIDE ADOPTION SERVICES FOR HOMELESS PETS, PROVIDE LOW COST SPAY AND NEUTER SURGERIES FOR PETS, EDUCATE THE COMMUNITY IN PROPER PET CARE AND RESPONSIBILITY."
L22,TO PROVIDE SAFE AND AFFORDABLE HOUSING IN AN APARTMENT COMPEX SETTING IN MONITEAU COUNT MISSOURI WITH 12 UNITS LOCATED IN CALIFORNIA MO AND 8 UNITS IN TIPTON MO. PROVIDE AFFORDABLE AND SAFE HOUSING FOR ADULTS WITH DISABILITIES IN MONITEAU COUNTY MISSOURI.
A82Z,"MAINTAIN VARIOUS HISTORICAL SITES IN MISSOURI MAINTAIN HISTORICAL SITES IN MISSOURI, SUPPORT NATIONAL DAR & OTHER EDUCATIONAL PROJECTS"
J21,CITY OF REFUGE - HOUSING TO VETERANS JOB PLACEMENT FOR PEOPLE IN NEED
E99,"See Schedule ONSC's Learning Center helps directly fulfill our mission of supporting the work of nonprofits by providing a space where they can take part in our custom-designed learning opportunities, affinity programs, peer group discussions, and informational sessions. We expanded the size of our Learning Center during the year ended June 30, 2015 and are continuously upgrading our technology.The response to our enhanced Learning Center has proven that there is a need and a demand for the kinds of services that NSC provides. NSC is dedicated to strengthening communities by supporting the work of civic-minded nonprofit organizations. We provide programs, services, and resources that increase these agencies' capacity to create positive change throughout Missouri and Southern Illinois."
D20,"FOKCA HELPS NEEDY ANIMALS IN THE KC AREA. IT ADVOCATES FOR HUMANE POLICIES, EDUCATES THE PUBLIC ABOUT RESPONSIBLE PET OWNERSHIP, HELPS STRUGGLING FAMILIES KEEP THEIR PETS, AND WORKS TO REDUCE THE HOMELESS PET POPULATION. FOKCA HELPS NEEDY ANIMALS IN THE KC AREA. IT ADVOCATES FOR HUMANE POLICIES, EDUCATES THE PUBLIC ABOUT RESPONSIBLE PET OWNERSHIP, HELPS STRUGGLING FAMILIES KEEP THEIR PETS, AND WORKS TO REDUCE THE HOMELESS PET POPULATION."
P75,"DELMO ELDER COTTAGE HOUSING OPPORTUNITY, INC. PROVIDES HOUSING FACILITIES FOR THE ELDERLY. THE ORGANIZATION PROVIDES ELDERLY PERSONS WITH HOUSING FACILITIES AND SERVICES."
P72,"ANGELS' ARMS OPERATES AND MAINTAINS HOMES SO THAT EXPERIENCED FOSTER PARENTS CAN MEET THE NEEDS OF A GREATER NUMBER OF CHILDREN, INCLUDING SIBLING GROUPS, WHO ARE PART OF THE STATE FOSTER CARE SYSTEM. WITH SUPPORT FROM THE COMMUNITY, ANGELS' ARMS ALSO PROVIDES ASSISTANCE TO THE FAMILIES LIVING IN THE HOMES TO MEET THE VARIED AND UNIQUE NEEDS OF EACH CHILD. ANGELS' ARMS PROVIDES HOMES AND MANY RESOURCES FOR LOCAL FOSTER FAMILIES WITH AN EMPHASIS OF KEEPING SIBLING GROUPS TOGETHER. EXPERIENCED FOSTER PARENTS LIVE IN THE HOMES AND PROVIDE THE CARE, NURTURING, AND ATTENTION FOSTER CHILDREN NEED, WHILE NOT HAVING TO FOCUS ON THE MORTGAGE OR MAINTENANCE OF THE HOMES."
